[02:48:27 INFO  SMAPI] SMAPI 3.18.6 with Stardew Valley 1.5.6 (build 22018) on Microsoft Windows 10 Home
[02:48:35 TRACE SMAPI]    SAAT.Mod (from Mods (MARGO)\SAAT\SAAT.Mod\SAAT.Mod.dll)...
[02:48:35 TRACE SMAPI]    Stardew Valley Expanded Music (from Mods (MARGO)\Stardew Valley Expanded\[SAAT] Stardew Valley Expanded) [content pack]...
[02:48:35 TRACE SMAPI]    Stardew Valley Expanded - Shop Tile Framework (from Mods (MARGO)\Stardew Valley Expanded\[STF] Stardew Valley Expanded) [content pack]...
[02:48:35 TRACE SMAPI]    Stardew Valley Expanded (from Mods (MARGO)\Stardew Valley Expanded\[CP] Stardew Valley Expanded) [content pack]...
[02:48:35 TRACE SMAPI]    Stardew Valley Expanded Forage Locations - Immersive Farm 2 (from Mods (MARGO)\Immersive Farm 2 Remastered\[FTM] Immersive Farm 2 Remastered) [content pack]...
[02:48:35 TRACE SMAPI]    Elle's Seasonal Buildings (from Mods (MARGO)\[CP] Elle's Seasonal Buildings) [content pack]...
[02:48:35 TRACE SMAPI]    Elle's Dirt and Cliff Recolor (from Mods (MARGO)\[CP] Elle's Dirt and Cliff Recolor) [content pack]...
[02:48:35 TRACE SMAPI]    Immersive Farm 2 Remastered (from Mods (MARGO)\Immersive Farm 2 Remastered\[CP] Immersive Farm 2 Remastered) [content pack]...
[02:48:35 TRACE SMAPI]    Custom Companions (from Mods (MARGO)\CustomCompanions\CustomCompanions.dll)...
[02:48:35 TRACE SMAPI]       Detected game patcher in assembly CustomCompanions.dll.
[02:48:35 TRACE SMAPI]    Ridgeside Village (Custom Companions component) (from Mods (MARGO)\Ridgeside Village\[CC] Ridgeside Village) [content pack]...
[02:48:35 TRACE SMAPI]    Ridgeside Village (Farm Type Manager component) (from Mods (MARGO)\Ridgeside Village\[FTM] Ridgeside Village) [content pack]...
[02:48:35 TRACE SMAPI]    Ridgeside Village (JSON Assets component) (from Mods (MARGO)\Ridgeside Village\[JA] Ridgeside Village) [content pack]...
[02:48:35 TRACE SMAPI]    Ridgeside Village (Mail Framework Mod component) (from Mods (MARGO)\Ridgeside Village\[MFM] Ridgeside Village) [content pack]...
[02:48:35 TRACE SMAPI]    Ridgeside Village (Shop Tile Framework component) (from Mods (MARGO)\Ridgeside Village\[STF] Ridgeside Village) [content pack]...
[02:48:35 TRACE SMAPI]    Ridgeside Village (SMAPI component) (from Mods (MARGO)\Ridgeside Village\RidgesideVillage\RidgesideVillage.dll)...
[02:48:36 TRACE SMAPI]       Detected game patcher in assembly RidgesideVillage.dll.
[02:48:36 TRACE SMAPI]    Ridgeside Village (Stardew Audio API Toolkit component) (from Mods (MARGO)\Ridgeside Village\[SAAT] Ridgeside Village) [content pack]...
[02:48:36 TRACE SMAPI]    AntiSocial NPCs (from Mods (MARGO)\AntiSocialNPCs\AntiSocialNPCs.dll)...
[02:48:36 TRACE SMAPI]       Detected game patcher in assembly AntiSocialNPCs.dll.
[02:48:36 TRACE SMAPI]    Custom NPC Fixes (from Mods (MARGO)\CustomNPCFixes\CustomNPCFixes.dll)...
[02:48:36 TRACE SMAPI]    Quest Framework (from Mods (MARGO)\QuestFramework\QuestFramework.dll)...
[02:48:36 TRACE SMAPI]       Detected game patcher in assembly QuestFramework.dll.
[02:48:36 TRACE SMAPI]    Custom Gift Dialogue Utillity (from Mods (MARGO)\CustomGiftDialogue\CustomGiftDialogue.dll)...
[02:48:36 TRACE SMAPI]       Detected game patcher in assembly CustomGiftDialogue.dll.
[02:48:36 TRACE SMAPI]    East Scarp (SMAPI) (from Mods (MARGO)\East Scarp\EastScarp\EastScarp.dll)...
[02:48:36 TRACE SMAPI]       Detected game patcher in assembly EastScarp.dll.
[02:48:36 TRACE SMAPI]    AeroCore (from Mods (MARGO)\AeroCore\AeroCore.dll)...
[02:48:36 TRACE SMAPI]       Detected game patcher in assembly AeroCore.dll.
[02:48:36 TRACE SMAPI]    Warp Network (from Mods (MARGO)\WarpNetwork\WarpNetwork.dll)...
[02:48:36 TRACE SMAPI]    Ridgeside Village (Content Patcher component) (from Mods (MARGO)\Ridgeside Village\[CP] Ridgeside Village) [content pack]...
[02:48:36 TRACE SMAPI]    Adventurer's Guild Expanded (from Mods (MARGO)\Adventurer's Guild Expanded 1.0.15\[CP] Adventurer's Guild Expanded) [content pack]...
[02:48:36 TRACE SMAPI]    Dynamic Game Assets (from Mods (MARGO)\DynamicGameAssets\DynamicGameAssets.dll)...
[02:48:36 TRACE SMAPI]       Detected game patcher in assembly DynamicGameAssets.dll.
[02:48:36 TRACE SMAPI]    Alternative Textures (from Mods (MARGO)\AlternativeTextures\AlternativeTextures.dll)...
[02:48:36 TRACE SMAPI]       Detected game patcher in assembly AlternativeTextures.dll.
[02:48:36 TRACE SMAPI]    ARV- Maximum (from Mods (MARGO)\Always Raining in the Valley\[CC] Maximum) [content pack]...
[02:48:36 TRACE SMAPI]    DaisyNiko's Tilesheets (from Mods (MARGO)\[CP] DaisyNiko's Tilesheets) [content pack]...
[02:48:36 TRACE SMAPI]    Lumisteria Tilesheets - Indoor (from Mods (MARGO)\[CP] Lumisteria Tilesheets - Indoor) [content pack]...
[02:48:36 TRACE SMAPI]    Lumisteria Tilesheets - Outdoor (from Mods (MARGO)\[CP] Lumisteria Tilesheets - Outdoor) [content pack]...
[02:48:36 TRACE SMAPI]    (CP) East Scarp (from Mods (MARGO)\East Scarp\[CP] East Scarp) [content pack]...
[02:48:36 TRACE SMAPI]    Always Raining in the Valley (from Mods (MARGO)\Always Raining in the Valley\[CP] Always Raining in the Valley) [content pack]...
[02:48:36 TRACE SMAPI]    Always Raining in the Valley JA (from Mods (MARGO)\Always Raining in the Valley\[JA] Always Raining in the Valley) [content pack]...
[02:48:36 TRACE SMAPI]    Always Raining in the Valley MFM (from Mods (MARGO)\Always Raining in the Valley\[MFM] Always Raining in the Valley) [content pack]...
[02:48:36 TRACE SMAPI]    ARV's Music (from Mods (MARGO)\Always Raining in the Valley\[SAAT] ARV Tracks) [content pack]...
[02:48:36 TRACE SMAPI]    Better Crafting (from Mods (MARGO)\BetterCrafting\BetterCrafting.dll)...
[02:48:36 TRACE SMAPI]       Detected game patcher in assembly BetterCrafting.dll.
[02:48:36 TRACE SMAPI]    Archery (from Mods (MARGO)\Archery\Archery.dll)...
[02:48:37 TRACE SMAPI]       Detected game patcher in assembly Archery.dll.
[02:48:37 TRACE SMAPI]    Archery - Starter Pack (from Mods (MARGO)\Archery Starter Pack\Starter Pack Internals\StarterPack.dll)...
[02:48:37 TRACE SMAPI]       Detected game patcher in assembly StarterPack.dll.
[02:48:37 TRACE SMAPI]    Archery - Starter Pack (from Mods (MARGO)\Archery Starter Pack\[Archery] Starter Pack) [content pack]...
[02:48:37 TRACE SMAPI]    AtraCore (from Mods (MARGO)\AtraCore 0.2.3\AtraCore.dll)...
[02:48:37 TRACE SMAPI]       Loading FastExpressionCompiler.LightExpression.dll...
[02:48:37 TRACE SMAPI]       Loading CommunityToolkit.Diagnostics.dll...
[02:48:37 TRACE SMAPI]       Detected game patcher in assembly AtraCore.dll.
[02:48:37 TRACE SMAPI]       Loading AtraCore.dll...
[02:48:37 TRACE SMAPI]    Producer Framework Mod (from Mods (MARGO)\ProducerFrameworkMod\ProducerFrameworkMod.dll)...
[02:48:37 TRACE SMAPI]       Detected game patcher in assembly ProducerFrameworkMod.dll.
[02:48:37 TRACE SMAPI]    (JA) Auto Resources (from Mods (MARGO)\Auto Resources\Auto Resources\[JA] AutoResources) [content pack]...
[02:48:37 TRACE SMAPI]    (PFM) Auto Resources (from Mods (MARGO)\Auto Resources\Auto Resources\[PFM] AutoResources) [content pack]...
[02:48:37 TRACE SMAPI]    Automate (from Mods (MARGO)\Automate\Automate.dll)...
[02:48:37 TRACE SMAPI]    AutomaticGates (from Mods (MARGO)\AutomaticGates\AutomaticGates.dll)...
[02:48:37 TRACE SMAPI]    Better Chests (from Mods (MARGO)\BetterChests\BetterChests.dll)...
[02:48:37 TRACE SMAPI]       Detected game patcher in assembly BetterChests.dll.
[02:48:37 TRACE SMAPI]    Better Friendship (from Mods (MARGO)\BetterFriendship\BetterFriendship.dll)...
[02:48:37 TRACE SMAPI]       Detected reference to System.Runtime.Caching.dll, which will be removed in SMAPI 4.0.0.
[02:48:37 TRACE SMAPI]    Better Junimos (from Mods (MARGO)\BetterJunimos\BetterJunimos\BetterJunimos.dll)...
[02:48:37 TRACE SMAPI]       Detected game patcher in assembly BetterJunimos.dll.
[02:48:37 TRACE SMAPI]    (CP) Better Junimos Config Wizard (from Mods (MARGO)\BetterJunimos\[CP] Better Junimos Config Wizard) [content pack]...
[02:48:37 TRACE SMAPI]    Better Junimos Forestry (from Mods (MARGO)\BetterJunimosForestry\BetterJunimosForestry.dll)...
[02:48:37 TRACE SMAPI]    Better Ranching (from Mods (MARGO)\BetterRanching\BetterRanching.dll)...
[02:48:37 TRACE SMAPI]    StardewHack (from Mods (MARGO)\StardewHack\StardewHack.dll)...
[02:48:37 TRACE SMAPI]       Detected game patcher in assembly StardewHack.dll.
[02:48:37 TRACE SMAPI]    Bigger Backpack (from Mods (MARGO)\BiggerBackpack\BiggerBackpack.dll)...
[02:48:37 TRACE SMAPI]       Detected game patcher in assembly BiggerBackpack.dll.
[02:48:37 TRACE SMAPI]    Buff Framework (from Mods (MARGO)\BuffFramework\BuffFramework.dll)...
[02:48:37 TRACE SMAPI]       Detected game patcher in assembly BuffFramework.dll.
[02:48:37 TRACE SMAPI]    BuildableForge (from Mods (MARGO)\BuildableForge\BuildableForge.dll)...
[02:48:37 TRACE SMAPI]       Rewrote BuildableForge.dll for OS...
[02:48:37 TRACE SMAPI]       Rewrote BuildableForge.dll to fix Harmony 1.x...
[02:48:37 TRACE SMAPI]       Detected game patcher in assembly BuildableForge.dll.
[02:48:37 TRACE SMAPI]    Bus Locations (from Mods (MARGO)\BusLocations\BusLocations.dll)...
[02:48:37 TRACE SMAPI]    (SMAPI) Circle of Thorns (from Mods (MARGO)\Circle of Thorns\CircleOfThornsSMAPI\CircleOfThornsSMAPI.dll)...
[02:48:37 TRACE SMAPI]       Detected game patcher in assembly CircleOfThornsSMAPI.dll.
[02:48:37 TRACE SMAPI]    (CC) Circle of Thorns - Book (from Mods (MARGO)\Circle of Thorns\[CC] Circle of Thorns) [content pack]...
[02:48:37 TRACE SMAPI]    Special Orders Tags Extended (from Mods (MARGO)\SpecialOrdersExtended\SpecialOrdersExtended.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly SpecialOrdersExtended.dll.
[02:48:38 TRACE SMAPI]    Custom Fixed Dialogue (from Mods (MARGO)\CustomFixedDialogue\CustomFixedDialogue.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly CustomFixedDialogue.dll.
[02:48:38 TRACE SMAPI]    Esca's Modding Plugins (from Mods (MARGO)\EscasModdingPlugins\EMP.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly EMP.dll.
[02:48:38 TRACE SMAPI]    (NPC) Never Ending Adventure (from Mods (MARGO)\Never Ending Adventure\[NPC] Never Ending Adventure) [content pack]...
[02:48:38 TRACE SMAPI]    (NPC) Circle of Thorns (from Mods (MARGO)\Circle of Thorns\[NPC] Circle of Thorns) [content pack]...
[02:48:38 TRACE SMAPI]    (JA) Circle of Thorns - Ancient Crops (from Mods (MARGO)\Circle of Thorns\[JA] Circle of Thorns) [content pack]...
[02:48:38 TRACE SMAPI]    CJB Item Spawner (from Mods (MARGO)\CJBItemSpawner\CJBItemSpawner.dll)...
[02:48:38 TRACE SMAPI]    Console Commands (from Mods (MARGO)\ConsoleCommands\ConsoleCommands.dll)...
[02:48:38 TRACE SMAPI]    Content Patcher Animations (from Mods (MARGO)\ContentPatcherAnimations\ContentPatcherAnimations.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly ContentPatcherAnimations.dll.
[02:48:38 TRACE SMAPI]    Custom Kissing Mod (from Mods (MARGO)\CustomKissingMod\CustomKissingMod.dll)...
[02:48:38 TRACE SMAPI]       Rewrote CustomKissingMod.dll for OS...
[02:48:38 TRACE SMAPI]       Rewrote CustomKissingMod.dll to fix Game1.getCharacterFromName (added missing optional parameters)...
[02:48:38 TRACE SMAPI]       Rewrote CustomKissingMod.dll to fix Harmony 1.x...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly CustomKissingMod.dll.
[02:48:38 TRACE SMAPI]    Custom Ore Nodes (from Mods (MARGO)\CustomOreNodes\CustomOreNodes.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly CustomOreNodes.dll.
[02:48:38 TRACE SMAPI]    Custom Resource Clumps (from Mods (MARGO)\CustomResourceClumps\CustomResourceClumps.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly CustomResourceClumps.dll.
[02:48:38 TRACE SMAPI]    Free Love (from Mods (MARGO)\FreeLove\FreeLove.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly FreeLove.dll.
[02:48:38 TRACE SMAPI]    Custom Spouse Rooms (from Mods (MARGO)\CustomSpouseRooms\CustomSpouseRooms.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly CustomSpouseRooms.dll.
[02:48:38 TRACE SMAPI]    Deep Woods (from Mods (MARGO)\DeepWoodsMod\DeepWoodsMod.dll)...
[02:48:38 TRACE SMAPI]       Loading DeepWoodsMod.dll...
[02:48:38 TRACE SMAPI]    Destroyable Bushes (from Mods (MARGO)\DestroyableBushes\DestroyableBushes.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly DestroyableBushes.dll.
[02:48:38 TRACE SMAPI]    Simple Foliage (from Mods (MARGO)\[CP] Simple Foliage) [content pack]...
[02:48:38 TRACE SMAPI]    Distant Lands - Witch Swamp Overhaul (from Mods (MARGO)\Distant Lands - Witch Swamp Overhaul\[CP] Distant Lands - Witch Swamp Overhaul) [content pack]...
[02:48:38 TRACE SMAPI]    Distant Lands - Witch Swamp OverhaulBF (from Mods (MARGO)\Distant Lands - Witch Swamp Overhaul\[BF] Ginger Tincture buff Content Pack) [content pack]...
[02:48:38 TRACE SMAPI]    Distant Lands - Goblin NPC Content Pack (from Mods (MARGO)\Distant Lands - Witch Swamp Overhaul\[CP]GoblinZic Content Pack) [content pack]...
[02:48:38 TRACE SMAPI]    Distant Lands - Witch Swamp Overhaul FTM (from Mods (MARGO)\Distant Lands - Witch Swamp Overhaul\[FTM] Distant Lands - Witch Swamp Overhaul) [content pack]...
[02:48:38 TRACE SMAPI]    Distant Lands - Witch Swamp Overhau JA (from Mods (MARGO)\Distant Lands - Witch Swamp Overhaul\[JA] Distant Lands - Witch Swamp Overhaul) [content pack]...
[02:48:38 TRACE SMAPI]    East Scarp Custom critters (from Mods (MARGO)\East Scarp\[CC] East Scarp Critters) [content pack]...
[02:48:38 TRACE SMAPI]    Juliet, Jessie and Lodging House (from Mods (MARGO)\[NPC] Juliet & Jessie\[CP] Juliet & Jessie) [content pack]...
[02:48:38 TRACE SMAPI]    East Scarp NPCs (from Mods (MARGO)\East Scarp\[CP] East Scarp NPCs) [content pack]...
[02:48:38 TRACE SMAPI]    Forage Settings East Scarp (from Mods (MARGO)\East Scarp\[FTM] East Scarp) [content pack]...
[02:48:38 TRACE SMAPI]    East Scarp Objects (from Mods (MARGO)\East Scarp\[JA] East Scarp) [content pack]...
[02:48:38 TRACE SMAPI]    East Scarp Shops (from Mods (MARGO)\East Scarp\[STF] East Scarp) [content pack]...
[02:48:38 TRACE SMAPI]    Error Handler (from Mods (MARGO)\ErrorHandler\ErrorHandler.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly ErrorHandler.dll.
[02:48:38 TRACE SMAPI]    Expanded Storage (from Mods (MARGO)\ExpandedStorage\ExpandedStorage.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly ExpandedStorage.dll.
[02:48:38 TRACE SMAPI]       Loading ExpandedStorage.dll...
[02:48:38 TRACE SMAPI]    Farmer Helper (from Mods (MARGO)\FarmerHelper\FarmerHelper.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly FarmerHelper.dll.
[02:48:38 TRACE SMAPI]    Fast Animations (from Mods (MARGO)\FastAnimations\FastAnimations.dll)...
[02:48:38 TRACE SMAPI]    FastLoads (from Mods (MARGO)\FastLoads\FastLoads.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly FastLoads.dll.
[02:48:38 TRACE SMAPI]    Fievel's Hat for Fashion Sense (from Mods (MARGO)\Fievel Goes East (Scarp)!\[CPFS] Fievel's Hat\[FS] Fievel's Hat) [content pack]...
[02:48:38 TRACE SMAPI]       Failed: it requires mods which aren't installed (PeacefulEnd.FashionSense).
[02:48:38 TRACE SMAPI]    Content Patcher pack for Fievel's Hat (from Mods (MARGO)\Fievel Goes East (Scarp)!\[CPFS] Fievel's Hat\[CP] Fievel's Hat) [content pack]...
[02:48:38 TRACE SMAPI]       Failed: it needs the 'Fievel's Hat for Fashion Sense' mod, which couldn't be loaded.
[02:48:38 TRACE SMAPI]    Fievel Goes East Scarp (from Mods (MARGO)\Fievel Goes East (Scarp)!\[CP] Fievel Goes East Scarp) [content pack]...
[02:48:38 TRACE SMAPI]    (JA) Fievel's hat (from Mods (MARGO)\Fievel Goes East (Scarp)!\[JA] Fievel's Hat) [content pack]...
[02:48:38 TRACE SMAPI]    Fievel's Cheese-Trade Shop (from Mods (MARGO)\Fievel Goes East (Scarp)!\[STF] Fievel Goes East Scarp) [content pack]...
[02:48:38 TRACE SMAPI]    Fishing Trawler - New Horizons (from Mods (MARGO)\FishingTrawler\FishingTrawler\FishingTrawler.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly FishingTrawler.dll.
[02:48:38 TRACE SMAPI]    Fishing Trawler - Map Patches (New Horizons) (from Mods (MARGO)\FishingTrawler\[CP] FishingTrawler) [content pack]...
[02:48:38 TRACE SMAPI]    (CP) Kelly's Flower Dance Attire (from Mods (MARGO)\[CP] Kelly's Flower Dance Attire) [content pack]...
[02:48:38 TRACE SMAPI]    Kelly's Flower Dancing (from Mods (MARGO)\FlowerDancing\FlowerDancing.dll)...
[02:48:38 TRACE SMAPI]       Rewrote FlowerDancing.dll for OS...
[02:48:38 TRACE SMAPI]       Rewrote FlowerDancing.dll to fix Harmony 1.x...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly FlowerDancing.dll.
[02:48:38 TRACE SMAPI]    Ginger Island Mainland Adjustments (from Mods (MARGO)\GingerIslandMainlandAdjustments\GingerIslandMainlandAdjustments.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly GingerIslandMainlandAdjustments.dll.
[02:48:38 TRACE SMAPI]    GMCM Options (from Mods (MARGO)\GMCMOptions\GMCMOptions.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly GMCMOptions.dll.
[02:48:38 TRACE SMAPI]    GreenhouseUpgrades (from Mods (MARGO)\GreenhouseUpgrades\GreenhouseUpgrades\GreenhouseUpgrades.dll)...
[02:48:38 TRACE SMAPI]       Rewrote GreenhouseUpgrades.dll for OS...
[02:48:38 TRACE SMAPI]       Rewrote GreenhouseUpgrades.dll to fix Harmony 1.x...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly GreenhouseUpgrades.dll.
[02:48:38 TRACE SMAPI]    GreenhouseUpgrades.CP (from Mods (MARGO)\GreenhouseUpgrades\[CP] GreenhouseUpgrades) [content pack]...
[02:48:38 TRACE SMAPI]    Horse Overhaul (from Mods (MARGO)\HorseOverhaul\HorseOverhaul.dll)...
[02:48:38 TRACE SMAPI]       Detected game patcher in assembly HorseOverhaul.dll.
[02:48:38 TRACE SMAPI]    Industrial Furnace (from Mods (MARGO)\IndustrialFurnace\IndustrialFurnace.dll)...
[02:48:38 TRACE SMAPI]    Instant Tool Upgrades (from Mods (MARGO)\InstantToolUpgrades\InstantToolUpgrades.dll)...
[02:48:38 TRACE SMAPI]       Rewrote InstantToolUpgrades.dll for OS...
[02:48:38 TRACE SMAPI]    Lookup Anything (from Mods (MARGO)\LookupAnything\LookupAnything.dll)...
[02:48:39 TRACE SMAPI]    Love of Cooking (from Mods (MARGO)\LoveOfCooking\LoveOfCooking.dll)...
[02:48:39 TRACE SMAPI]       Detected game patcher in assembly LoveOfCooking.dll.
[02:48:39 TRACE SMAPI]    LASV STF (from Mods (MARGO)\LunnaAstray_3.4.10\[STF] Lunna) [content pack]...
[02:48:39 TRACE SMAPI]    Lunna - Astray in StardewValley (from Mods (MARGO)\LunnaAstray_3.4.10\[CP] Lunna) [content pack]...
[02:48:39 TRACE SMAPI]    LASV Forage (from Mods (MARGO)\LunnaAstray_3.4.10\[FTM] Lunna) [content pack]...
[02:48:39 TRACE SMAPI]    Lunna JsonAssets (from Mods (MARGO)\LunnaAstray_3.4.10\[JA] Lunna) [content pack]...
[02:48:39 TRACE SMAPI]    Mana Bar (from Mods (MARGO)\ManaBar\ManaBar.dll)...
[02:48:39 TRACE SMAPI]    Magic (from Mods (MARGO)\Magic\Magic.dll)...
[02:48:39 TRACE SMAPI]    Mapping Extensions and Extra Properties (MEEP) (from Mods (MARGO)\MappingExtensionsAndExtraProperties\MappingExtensionsAndExtraProperties.dll)...
[02:48:39 TRACE SMAPI]       Detected game patcher in assembly MappingExtensionsAndExtraProperties.dll.
[02:48:39 TRACE SMAPI]    TehCore (from Mods (MARGO)\TehPers.Core\TehPers.Core.dll)...
[02:48:39 TRACE SMAPI]       Loading Ninject.dll...
[02:48:39 TRACE SMAPI]       Detected game patcher in assembly TehPers.Core.Api.dll.
[02:48:39 TRACE SMAPI]       Loading TehPers.Core.Api.dll...
[02:48:39 TRACE SMAPI]       Loading Namotion.Reflection.dll...
[02:48:39 TRACE SMAPI]       Loading Castle.Core.dll...
[02:48:39 TRACE SMAPI]       Loading Ninject.Extensions.Factory.dll...
[02:48:39 TRACE SMAPI]       Detected game patcher in assembly TehPers.Core.dll.
[02:48:39 TRACE SMAPI]       Loading TehPers.Core.dll...
[02:48:39 TRACE SMAPI]    Teh's Fishing Overhaul (from Mods (MARGO)\TehPers.FishingOverhaul\TehPers.FishingOverhaul.dll)...
[02:48:39 TRACE SMAPI]       Loading TehPers.FishingOverhaul.Api.dll...
[02:48:39 TRACE SMAPI]       Loading Superpower.dll...
[02:48:39 TRACE SMAPI]       Detected game patcher in assembly TehPers.FishingOverhaul.dll.
[02:48:39 TRACE SMAPI]       Loading TehPers.FishingOverhaul.dll...
[02:48:39 TRACE SMAPI]    Modular Gameplay Overhaul (from Mods (MARGO)\ModularOverhaul\DaLion.Overhaul.dll)...
